2025-07-31 02:45:18 | INFO     | RunIT | info:111 | Package registry initialized
2025-07-31 02:45:18 | INFO     | RunIT | info:111 | Package configuration initialized
2025-07-31 03:37:11 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:38:10 | ERROR    | RunIT | error:133 | Invalid command syntax: No escaped character
2025-07-31 03:38:48 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:39:05 | ERROR    | RunIT | error:133 | Failed to load registry: [Errno 2] No such file or directory: 'package_registry.json'
2025-07-31 03:39:05 | ERROR    | RunIT | error:133 | Failed to load config: [Errno 2] No such file or directory: 'package_config.json'
2025-07-31 03:39:26 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:41:22 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:42:14 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:42:18 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:43:38 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:44:03 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:44:25 | ERROR    | RunIT | error:133 | Failed to install preview package: 'charmap' codec can't encode character '\u274c' in position 675: character maps to <undefined>
2025-07-31 03:44:38 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:47:51 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:48:05 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:48:30 | INFO     | RunIT | info:111 | RunIT CLI interrupted by user
2025-07-31 03:48:34 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:48:34 | INFO     | RunIT | info:111 | RunIT CLI interrupted by user
2025-07-31 03:48:46 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 03:49:06 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:10:50 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:11:18 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:11:44 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:12:22 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:14:33 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:21:35 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:22:45 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:23:12 | INFO     | RunIT | info:111 | Running file: C:\Users\Samah Ghonim\Downloads\RunITCLITool\packages\preview_RunIT\preview.py (0 B)
2025-07-31 13:23:12 | INFO     | RunIT | info:111 | File execution completed: C:\Users\Samah Ghonim\Downloads\RunITCLITool\packages\preview_RunIT\preview.py
2025-07-31 13:23:21 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:23:45 | INFO     | RunIT | info:111 | Starting virus scan: C:\Users\Samah Ghonim\Downloads\RunITCLITool\packages\preview_RunIT\preview.py
2025-07-31 13:23:45 | INFO     | RunIT | info:111 | Virus scan completed: C:\Users\Samah Ghonim\Downloads\RunITCLITool\packages\preview_RunIT\preview.py - 0 findings
2025-07-31 13:25:40 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:32:57 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:33:16 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:33:19 | ERROR    | RunIT | error:133 | Failed to install preview package: 'charmap' codec can't encode character '\u274c' in position 675: character maps to <undefined>
2025-07-31 13:33:23 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:34:14 | ERROR    | RunIT | error:133 | Preview command failed: module 'preview' has no attribute 'main'
2025-07-31 13:36:45 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:38:52 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:39:37 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:41:28 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:41:54 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:15 | ERROR    | RunIT | error:133 | Failed to install preview package: 'charmap' codec can't encode character '\u274c' in position 675: character maps to <undefined>
2025-07-31 13:42:28 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:31 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:33 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:35 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:44 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:50 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:51 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:52 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:56 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:42:57 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:43:03 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:43:10 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:43:11 | INFO     | RunIT | info:111 | RunIT CLI interrupted by user
2025-07-31 13:43:35 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 13:43:53 | ERROR    | RunIT | error:133 | Preview command failed: module 'preview' has no attribute 'main'
2025-07-31 14:40:23 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 14:43:54 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 14:44:12 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 14:44:20 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 14:44:25 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 14:44:50 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 14:54:35 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 14:54:56 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 16:52:32 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 16:55:30 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 16:56:16 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 16:56:32 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 16:56:55 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 16:56:58 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 16:57:02 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 16:57:07 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 16:57:13 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 17:01:05 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 17:04:56 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 17:05:01 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 19:51:11 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 19:54:08 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 19:54:18 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 19:56:25 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 19:56:34 | ERROR    | RunIT | error:133 | Error in AI file analysis: 'LanguageUtils' object has no attribute 'detect_language_from_extension'
2025-07-31 19:57:05 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 19:58:37 | INFO     | RunIT | info:111 | Getting file info: C:\Users\Samah Ghonim\OneDrive\Desktop\RunITCLITool\main.py
2025-07-31 19:58:37 | INFO     | RunIT | info:111 | File info completed: C:\Users\Samah Ghonim\OneDrive\Desktop\RunITCLITool\main.py
